time,Bx,By,Bz,F
18759.31388888889,21021.71,1714.5,43987.13,48782.367790124736
18759.314583333333,21022.52,1713.57,43987.25,48782.7923745433
18759.31527777778,21021.9,1712.75,43987.3,48782.54148219935
18759.315972222223,21022.39,1714.18,43986.72,48782.27988463536
18759.316666666666,21022.7,1714.34,43986.52,48782.23876203305
18759.317361111112,21021.13,1712.78,43986.84,48781.795938555806
18759.318055555555,21023.42,1716.05,43985.97,48782.113247990805
18759.31875,21024.04,1715.5,43985.91,48782.3070046887
18759.319444444445,21024.86,1712.46,43986.73,48783.29297376409
18759.32013888889,21024.86,1710.71,43987.17,48783.628312504596
18759.320833333335,21025.07,1711.01,43986.9,48783.48588749066
18759.321527777778,21023.99,1712.3,43986.36,48782.57878443595
18759.32222222222,21023.05,1712.77,43985.92,48781.79343383964
18759.322916666668,21023.55,1713.03,43985.66,48781.78360842293
18759.32361111111,21020.75,1712.12,43985.72,48780.59910840887
18759.324305555554,21020.88,1714.67,43984.88,48779.98726729744
18759.325,21020.63,1714.29,43984.86,48779.84814470623
18759.325694444444,21024.28,1714.07,43985.09,48781.620799143195
18759.32638888889,21023.07,1712.13,43985.48,48781.38284419785
18759.327083333334,21022.29,1712.17,43985.41,48780.984982071655
18759.327777777777,21020.48,1713.43,43984.84,48779.73525574836
18759.328472222223,21019.49,1713.79,43984.55,48779.05979748585
18759.329166666666,21019.9,1714.55,43984.15,48778.902498262505
18759.32986111111,21019.06,1713.65,43984.22,48778.5720231179
18759.330555555556,21019.59,1714.76,43983.72,48778.388561576125
18759.33125,21017.96,1713.54,43983.81,48777.72446526488
18759.331944444446,21018.43,1712.37,43984.02,48778.075259712736
18759.33263888889,21022.24,1714.02,43983.5,48779.3061802646
18759.333333333332,21021.39,1711.01,43984.12,48779.393240656456
18759.33402777778,21022.03,1710.18,43984.41,48779.90143492912
18759.334722222222,21025.11,1711.25,43983.85,48780.761452616745
18759.335416666665,21024.21,1708.74,43984.23,48780.62819608415
18759.33611111111,21022.19,1708.52,43983.91,48779.46137335467
18759.336805555555,21023.46,1709.86,43983.18,48779.39743891472
18759.3375,21026.79,1710.11,43982.73,48780.43575214453
18759.338194444445,21030.58,1708.58,43983.24,48782.47576384782
18759.338888888888,21027.61,1708.09,43983.31,48781.241397860096
18759.339583333334,21025.79,1705.36,43983.46,48780.49662954755
18759.340277777777,21026.66,1702.35,43984.15,48781.388638502285
18759.34097222222,21025.92,1702.66,43983.93,48780.88212780597
18759.341666666667,21024.48,1703.98,43983.33,48779.76655335386
18759.34236111111,21023.6,1704.59,43982.89,48779.01184710695
18759.343055555557,21025.27,1704.78,43982.61,48779.485809440426
18759.34375,21029.84,1704.44,43982.65,48781.479960756624
18759.344444444443,21025.56,1706.54,43982.02,48779.14037132676
18759.34513888889,21028.49,1705.86,43981.44,48779.85664691216
18759.345833333333,21028.22,1706.3,43981.33,48779.65646278478
18759.34652777778,21031.04,1705.61,43981.03,48780.57757770607
18759.347222222223,21032.71,1707.3,43980.67,48781.03214245266
18759.347916666666,21030.89,1707.09,43980.43,48780.02371304364
18759.348611111112,21029.96,1704.79,43980.76,48779.83985954956
18759.349305555555,21031.16,1703.76,43980.83,48780.38434219333
18759.35,21030.21,1704.07,43980.66,48779.83232079217
18759.350694444445,21029.33,1704.02,43980.3,48779.12660656503
18759.35138888889,21029.17,1702.76,43980.53,48779.22100226079
18759.352083333335,21026.69,1701.93,43980.59,48778.17703470579
18759.352777777778,21024.05,1701.4,43980.56,48776.993534617315
18759.35347222222,21023.52,1699.71,43980.85,48776.96765889614
18759.354166666668,21025.24,1698.83,43981.14,48777.93985118785
18759.35486111111,21021.48,1699.6,43980.94,48776.16574551551
18759.355555555554,21020.17,1699.57,43980.59,48775.28453799014
18759.35625,21018.74,1700.14,43980.35,48774.47173808959
18759.356944444444,21020.39,1700.04,43980.33,48775.1612879199
18759.35763888889,21018.51,1700.2,43980.49,48774.50095388162
18759.358333333334,21017.07,1700.64,43980.17,48773.60721766845
18759.359027777777,21019.15,1699.68,43980.49,48774.758630515025
18759.359722222223,21018.87,1699.2,43980.75,48774.85568691516
18759.360416666666,21020.51,1698.01,43981.11,48775.84561493834
18759.36111111111,21019.81,1698.9,43981.01,48775.48476710611
18759.361805555556,21019.48,1699.19,43980.74,48775.10919592185
18759.3625,21020.93,1698.46,43980.83,48775.789813445364
18759.363194444446,21021.96,1699.34,43980.73,48776.174204319264
18759.36388888889,21020.81,1699.61,43980.59,48775.56174926435
18759.364583333332,21020.37,1698.72,43980.59,48775.34111949807
18759.36527777778,21021.42,1699.3,43980.36,48775.60645482534
18759.365972222222,21022.87,1699.06,43980.29,48776.15991859753
18759.366666666665,21021.8,1698.65,43980.33,48775.7205376958
18759.36736111111,21021.38,1697.65,43980.37,48775.54077571873
18759.368055555555,21022.95,1696.64,43980.55,48776.344597505464
18759.36875,21023.78,1696.54,43980.51,48776.66279400529
18759.369444444445,21022.85,1695.32,43980.62,48776.31871727612
18759.370138888888,21022.39,1693.85,43980.82,48776.24972265703
18759.370833333334,21021.22,1693.32,43980.72,48775.63689619234
18759.371527777777,21020.66,1692.48,43980.82,48775.45656637567
18759.37222222222,21019.18,1692.73,43980.56,48774.59298281124
18759.372916666667,21015.97,1692.36,43980.31,48772.97146070352
18759.37361111111,21015.13,1691.36,43980.34,48772.60187935538
18759.374305555557,21013.33,1690.89,43980.44,48771.900201597644
18759.375,21011.36,1691.03,43980.44,48771.05631523783
18759.375694444443,21011.12,1692.81,43979.81,48770.446553077614
18759.37638888889,21010.82,1692.65,43979.64,48770.15845396137
18759.377083333333,21011.48,1692.66,43979.65,48770.45215895071
18759.37777777778,21011.17,1692.56,43979.68,48770.34218687521
18759.378472222223,21012.38,1691.11,43979.97,48771.074701070516
18759.379166666666,21012.91,1691.72,43979.93,48771.28813176252
18759.379861111112,21011.78,1692.54,43979.53,48770.46903035586
18759.380555555555,21012.57,1691.89,43979.56,48770.813890795376
18759.38125,21013.65,1691.72,43979.64,48771.34545417524
18759.381944444445,21012.99,1691.1,43979.66,48771.05762299707
18759.38263888889,21012.28,1691.0,43979.58,48770.676115620954
18759.383333333335,21012.23,1690.35,43979.6,48770.6500762026
18759.384027777778,21012.47,1689.86,43979.68,48770.808638189505
18759.38472222222,21012.28,1690.07,43979.6,48770.661914344564
18759.385416666668,21011.89,1690.2,43979.4,48770.31804050595
18759.38611111111,21011.66,1689.7,43979.42,48770.21965894761
18759.386805555554,21011.29,1690.07,43979.34,48770.000931972514
18759.3875,21010.95,1689.59,43979.27,48769.77469707544
18759.388194444444,21011.1,1689.8,43979.26,48769.8375781343
18759.38888888889,21010.93,1690.66,43979.08,48769.631825008684
18759.389583333334,21011.98,1690.8,43978.97,48769.98985463601
18759.390277777777,21013.5,1691.27,43978.82,48770.52578202639
18759.390972222223,21013.79,1691.05,43978.78,48770.60703492422
18759.391666666666,21014.95,1690.26,43978.87,48771.16062640913
18759.39236111111,21016.47,1690.1,43978.89,48771.82808653988
18759.393055555556,21016.74,1689.55,43978.91,48771.94341235748
18759.39375,21017.36,1688.92,43978.95,48772.22483379756
18759.394444444446,21017.56,1688.23,43979.01,48772.34123421389
18759.39513888889,21018.3,1687.62,43978.96,48772.5939317974
18759.395833333332,21019.95,1687.72,43978.89,48773.24535473316
18759.39652777778,21020.64,1689.48,43978.33,48773.0987150591
18759.397222222222,21019.07,1688.09,43978.33,48772.373953929084
18759.397916666665,21021.43,1687.1,43978.41,48773.428952483955
18759.39861111111,21023.32,1687.67,43978.21,48774.08296068108
18759.399305555555,21024.47,1686.4,43978.28,48774.59785071836
18759.4,21026.38,1684.69,43978.64,48775.686694808304
18759.400694444445,21026.41,1683.31,43979.0,48775.976577042515
18759.401388888888,21026.3,1681.82,43979.18,48776.04005733553
18759.402083333334,21027.54,1681.97,43979.07,48776.48059872093
18759.402777777777,21027.04,1682.67,43978.8,48776.04574922511
18759.40347222222,21025.86,1682.14,43978.7,48775.428623531334
18759.404166666667,21025.41,1682.31,43978.56,48775.11427231924
18759.40486111111,21027.03,1683.11,43978.28,48775.587763259195
18759.405555555557,21028.04,1684.1,43977.96,48775.76882851976
18759.40625,21030.27,1683.41,43978.17,48776.8957811985
18759.406944444443,21029.52,1681.83,43978.3,48776.63512860743
18759.40763888889,21031.06,1681.61,43978.38,48777.36364688133
18759.408333333333,21032.41,1681.08,43978.55,48778.08073794007
18759.40902777778,21035.1,1680.13,43978.65,48779.29811558793
18759.409722222223,21036.64,1685.55,43977.21,48778.85095690754
18759.410416666666,21034.9,1681.71,43977.0,48777.778706436606
18759.411111111112,21046.53,1680.37,43977.4,48783.10956814664
18759.411805555555,21049.54,1678.38,43978.07,48784.943728171915
18759.4125,21049.84,1673.59,43978.84,48785.60274568
18759.413194444445,21050.4,1672.11,43978.88,48785.82968512988
18759.41388888889,21049.42,1672.43,43978.41,48784.99411263058
18759.414583333335,21048.28,1668.99,43978.78,48784.717984906914
18759.415277777778,21048.35,1667.28,43979.13,48785.00523601284
18759.41597222222,21047.56,1668.23,43978.72,48784.32725911981
18759.416666666668,21044.7,1668.05,43978.41,48782.8077812317
18759.41736111111,21043.82,1667.59,43978.11,48782.141976061284
18759.418055555554,21044.4,1667.45,43978.03,48782.31527452751
18759.41875,21044.5,1666.54,43978.04,48782.336332562016
18759.419444444444,21045.81,1665.65,43978.1,48782.92516945453
18759.42013888889,21045.14,1663.57,43978.41,48782.84461665392
18759.420833333334,21046.01,1662.48,43978.53,48783.29096761923
18759.421527777777,21045.58,1662.52,43978.2,48782.80932384686
18759.422222222223,21043.67,1662.35,43977.99,48781.790240124436
18759.422916666666,21042.99,1661.43,43977.9,48781.38442269756
18759.42361111111,21044.9,1662.44,43977.72,48782.08051284816
18759.424305555556,21044.1,1662.89,43977.59,48781.63353322846
18759.425,21041.57,1662.01,43977.51,48780.44004624292
18759.425694444446,21043.44,1661.04,43977.65,48781.33987948363
18759.42638888889,21041.57,1661.88,43977.39,48780.32743239225
18759.427083333332,21040.18,1661.42,43977.01,48779.369608359026
18759.42777777778,21041.45,1661.46,43976.88,48779.801577789345
18759.428472222222,21039.35,1662.41,43976.5,48778.585544074565
18759.429166666665,21037.03,1662.59,43976.03,48777.16731514756
18759.42986111111,21037.58,1662.73,43975.78,48777.18390720912
18759.430555555555,21037.28,1663.31,43975.46,48776.7857916663
18759.43125,21037.09,1663.97,43975.11,48776.410808310815
18759.431944444445,21036.7,1664.28,43975.0,48776.15400796172
18759.432638888888,21036.24,1664.31,43974.86,48775.83041972018
18759.433333333334,21035.14,1665.05,43974.5,48775.05670496038
18759.434027777777,21035.95,1665.35,43974.15,48775.100730265025
18759.43472222222,21035.23,1665.49,43974.02,48774.677785234
18759.435416666667,21034.94,1665.88,43973.7,48774.27753096913
18759.43611111111,21035.74,1666.07,43973.58,48774.52085473419
18759.436805555557,21034.59,1665.81,43973.35,48773.80864405301
18759.4375,21034.03,1666.05,43973.14,48773.38600202983
18759.438194444443,21032.85,1666.09,43972.88,48772.644079493984
18759.43888888889,21032.35,1665.73,43972.72,48772.271908880764
18759.439583333333,21032.63,1665.47,43972.85,48772.500983241574
18759.44027777778,21032.3,1666.17,43972.65,48772.20226503413
18759.440972222223,21032.09,1666.04,43972.5,48771.972025946416
18759.441666666666,21032.84,1665.75,43972.34,48772.1412960688
18759.442361111112,21034.25,1664.97,43972.64,48772.99321072062
18759.443055555555,21034.11,1664.84,43972.65,48772.937411439554
18759.44375,21033.56,1665.29,43972.33,48772.42707397901
18759.444444444445,21032.25,1665.15,43972.1,48771.649992541774
18759.44513888889,21032.04,1664.94,43971.94,48771.408008471524
18759.445833333335,21035.21,1665.51,43971.86,48772.7224497854
18759.446527777778,21033.27,1665.86,43971.71,48771.76249385088
18759.44722222222,21032.77,1665.07,43971.42,48771.25842947053
18759.447916666668,21035.05,1664.63,43971.52,48772.31686776628
18759.44861111111,21035.65,1664.22,43971.68,48772.70590354097
18759.449305555554,21032.78,1663.8,43971.71,48771.48086015535
18759.45,21030.81,1664.79,43971.27,48770.26840620318
18759.450694444444,21029.87,1666.13,43970.63,48769.33179766461
18759.45138888889,21031.76,1666.33,43970.28,48769.838093281585
18759.452083333334,21034.54,1664.86,43970.74,48771.401537979196
18759.452777777777,21036.47,1663.61,43971.02,48772.44373755943
18759.453472222223,21038.96,1662.4,43971.38,48773.80106928309
18759.454166666666,21039.29,1661.19,43971.48,48773.99234541499
18759.45486111111,21040.48,1659.64,43971.71,48774.66026415868
18759.455555555556,21040.2,1659.02,43971.65,48774.46429355119
18759.45625,21041.38,1658.34,43971.56,48774.869068953936
18759.456944444446,21040.15,1658.31,43971.41,48774.202212508826
18759.45763888889,21039.92,1658.57,43971.15,48773.87743837679
18759.458333333332,21038.59,1658.86,43970.84,48773.03410690481
18759.45902777778,21036.59,1658.91,43970.61,48771.9657691619
18759.459722222222,21035.84,1659.42,43970.2,48771.289989931574
18759.460416666665,21036.81,1659.2,43970.1,48771.61073438215
18759.46111111111,21037.07,1658.62,43970.12,48771.721184552225
18759.461805555555,21037.72,1658.22,43970.24,48772.096141383954
18759.4625,21036.95,1658.23,43970.18,48771.710255718936
18759.463194444445,21034.12,1658.57,43969.98,48770.32089108806
18759.463888888888,21032.13,1659.15,43969.61,48769.14879933317
18759.464583333334,21031.09,1659.81,43969.43,48768.56047033888
18759.465277777777,21030.91,1660.67,43969.14,48768.25066184556
18759.46597222222,21033.98,1660.84,43969.25,48769.67961457713
18759.466666666667,21034.1,1659.4,43969.91,48770.27738877543
18759.46736111111,21028.96,1658.81,43970.32,48768.410371880076
18759.468055555557,21026.86,1660.95,43969.58,48766.91052074655
18759.46875,21024.68,1662.87,43968.87,48765.39587469992
18759.469444444443,21025.59,1663.37,43968.63,48765.58887865397
18759.47013888889,21027.73,1662.81,43969.02,48766.84412394757
18759.470833333333,21031.07,1662.62,43969.2,48768.44019700958
18759.47152777778,21035.71,1660.81,43969.91,48771.01978089345
18759.472222222223,21038.75,1658.11,43970.82,48773.05959038248
18759.472916666666,21039.96,1656.78,43971.24,48773.91499467312
18759.473611111112,21039.71,1656.1,43971.29,48773.82913364707
18759.474305555555,21040.28,1655.75,43971.17,48773.95495251333
18759.475,21042.84,1655.11,43971.13,48775.001566935905
18759.475694444445,21044.46,1653.31,43971.63,48776.090203137435
18759.47638888889,21043.86,1652.39,43971.82,48775.97144623673
18759.477083333335,21042.72,1652.49,43971.62,48775.30270149946
18759.477777777778,21040.02,1652.8,43971.29,48773.85092141588
18759.47847222222,21039.65,1653.26,43971.01,48773.45447238898
18759.479166666668,21040.98,1652.86,43970.95,48773.960567525166
18759.47986111111,21037.16,1653.52,43970.94,48772.32610548322
18759.480555555554,21036.43,1653.26,43970.82,48771.89423474241
18759.48125,21041.95,1651.36,43971.47,48774.79701252482
18759.481944444444,21043.8,1650.54,43972.33,48776.34269151901
18759.48263888889,21045.53,1648.26,43972.74,48777.381613982725
18759.483333333334,21046.71,1647.1,43973.36,48778.410489925765
18759.484027777777,21047.09,1647.36,43973.35,48778.57421717244
18759.484722222223,21045.87,1647.06,43973.35,48778.037690368394
18759.485416666666,21046.55,1645.14,43973.52,48778.41954914591
18759.48611111111,21048.72,1644.13,43973.73,48779.511141545896
18759.486805555556,21049.13,1644.07,43974.0,48779.92943744179
18759.4875,21048.08,1643.82,43973.79,48779.27862159198
18759.488194444446,21048.21,1644.0,43973.63,48779.196545053914
18759.48888888889,21049.42,1643.25,43973.74,48779.7925629712
18759.489583333332,21046.31,1643.47,43973.74,48778.45803061634
18759.49027777778,21044.17,1642.23,43973.56,48777.33069198642
18759.490972222222,21057.06,1636.69,43974.78,48783.806801520725
18759.491666666665,21061.37,1636.27,43975.63,48786.41941859128
18759.49236111111,21070.05,1631.12,43977.1,48791.31975942954
18759.493055555555,21075.06,1628.46,43978.1,48794.295932877234
18759.49375,21073.92,1628.58,43977.79,48793.52815965351
18759.494444444445,21067.87,1630.67,43976.62,48789.93069896902
18759.495138888888,21059.21,1633.33,43975.33,48785.11803123879
18759.495833333334,21053.08,1632.89,43974.52,48781.72728049818
18759.496527777777,21058.52,1631.59,43975.11,48784.563644974834
18759.49722222222,21046.67,1637.98,43974.22,48778.861417397806
18759.497916666667,21043.26,1634.99,43974.13,48777.20874532079
18759.49861111111,21044.3,1633.64,43974.27,48777.738407725505
18759.499305555557,21048.46,1632.63,43974.8,48779.97728708471
18759.5,21057.68,1626.21,43976.27,48785.06707035873
18759.500694444443,21066.06,1622.55,43977.9,48790.032187282886
18759.50138888889,21065.84,1621.5,43978.28,48790.24481301565
18759.502083333333,21061.25,1620.0,43978.09,48788.04209650762
18759.50277777778,21059.52,1620.28,43977.46,48786.73670128389
18759.503472222223,21056.25,1621.79,43976.87,48784.84356707009
18759.504166666666,21056.21,1620.61,43976.66,48784.59778548758
18759.504861111112,21061.2,1619.5,43977.04,48787.057431777954
18759.505555555555,21069.08,1616.36,43978.13,48791.338063153176
18759.50625,21075.08,1614.18,43978.86,48794.515070634734
18759.506944444445,21081.63,1611.1,43979.64,48797.94566573986
18759.50763888889,21079.91,1610.22,43979.72,48797.24567365355
18759.508333333335,21072.97,1611.14,43978.94,48793.5753992685
18759.509027777778,21063.08,1613.42,43977.54,48788.11830389035
18759.50972222222,21056.55,1615.95,43976.07,48784.058102518495
18759.510416666668,21053.11,1617.43,43975.52,48782.126642320545
18759.51111111111,21050.04,1617.18,43975.38,48780.66729041742
18759.511805555554,21052.58,1619.12,43975.72,48782.134268082205
18759.5125,21044.75,1628.69,43974.38,48777.86619013792
18759.513194444444,21027.09,1641.95,43971.72,48768.29578147057
18759.51388888889,20996.14,1656.0,43967.67,48751.7818764453
18759.514583333334,20980.56,1660.32,43965.75,48743.48913935583
18759.515277777777,20974.77,1660.74,43966.43,48741.62493029341
18759.515972222223,20973.95,1662.12,43967.51,48742.293309783854
18759.516666666666,20978.93,1659.91,43968.54,48745.29018156113
18759.51736111111,20998.84,1650.81,43971.94,48756.61967738638
18759.518055555556,21013.96,1646.76,43975.29,48766.01751182169
18759.51875,21024.77,1641.09,43977.89,48772.82992397611
18759.519444444446,21035.73,1634.97,43980.26,48779.48680748292
18759.52013888889,21033.48,1630.04,43981.65,48779.604836801416
18759.520833333332,21030.77,1630.69,43981.18,48778.03430706695
18759.52152777778,21029.57,1631.38,43980.31,48776.75555821031
18759.522222222222,21034.16,1627.47,43981.31,48779.50568448393
18759.522916666665,21039.86,1625.2,43982.44,48782.90696763776
18759.52361111111,21035.8,1627.63,43982.16,48780.98460796481
18759.524305555555,21031.55,1631.01,43981.1,48778.3091776724
18759.525,21028.54,1635.11,43980.28,48776.409340193335
18759.525694444445,21024.01,1635.54,43980.12,48774.3266769117
18759.526388888888,21021.19,1634.47,43980.73,48773.62537816827
18759.527083333334,21020.09,1634.65,43980.99,48773.39177882444
18759.527777777777,21019.91,1634.1,43981.65,48773.89092476219
18759.52847222222,21016.85,1634.6,43982.11,48773.00381496509
18759.529166666667,21011.97,1634.69,43982.22,48771.00338116287
18759.52986111111,21010.61,1633.98,43982.46,48770.61011371603
18759.530555555557,21016.63,1630.16,43983.56,48774.067991670534
18759.53125,21018.79,1627.3,43985.36,48776.52645160067
18759.531944444443,21028.84,1619.65,43986.48,48781.61334620351
18759.53263888889,21050.18,1607.14,43991.74,48795.1448941347
18759.533333333333,21054.79,1599.76,43993.3,48798.297704855446
18759.53402777778,21068.44,1594.37,43994.74,48805.31044259528
18759.534722222223,21062.34,1594.95,43994.41,48802.398947451344
18759.535416666666,21055.16,1597.02,43992.74,48797.86274227181
18759.536111111112,21047.34,1596.25,43991.97,48793.76968034956
18759.536805555555,21050.35,1593.94,43992.97,48795.894184521305
18759.5375,21050.21,1595.07,43992.77,48795.690400094754
18759.538194444445,21042.3,1603.78,43991.24,48791.18461685471
18759.53888888889,21030.33,1607.46,43989.63,48784.69283594394
18759.539583333335,21036.44,1604.1,43990.12,48787.65829897967
18759.540277777778,21039.71,1600.32,43992.0,48790.639317255314
18759.54097222222,21037.39,1599.11,43993.17,48790.654201938094
18759.541666666668,21034.45,1600.95,43992.4,48788.752653301155
18759.54236111111,21024.37,1602.5,43992.12,48784.20607370074
18759.543055555554,21016.17,1604.89,43991.0,48779.74122913118
18759.54375,21011.34,1606.05,43990.31,48777.07636886614
18759.544444444444,21005.11,1610.0,43989.69,48773.96408339392
18759.54513888889,20988.75,1620.14,43987.87,48765.61480509602
18759.545833333334,20967.31,1628.8,43984.67,48753.79239695103
18759.546527777777,20970.34,1631.26,43983.53,48754.149363557764
18759.547222222223,20969.39,1631.46,43985.28,48755.326225778655
18759.547916666666,20958.55,1634.97,43984.98,48750.51190094111
18759.54861111111,20956.04,1639.39,43983.73,48748.45348076799
18759.549305555556,20958.99,1637.59,43984.42,48750.283748554735
18759.55,20959.96,1637.86,43985.4,48751.59404307925
18759.550694444446,20950.36,1642.61,43984.65,48746.950544256615
18759.55138888889,20941.01,1647.76,43982.85,48741.48240421294
18759.552083333332,20939.15,1649.8,43981.88,48739.877011507735
18759.55277777778,20942.14,1648.81,43982.42,48741.61539436398
18759.553472222222,20944.19,1647.47,43983.3,48743.24497863268
18759.554166666665,20945.81,1645.38,43984.32,48744.79087823539
18759.55486111111,20949.44,1642.92,43985.37,48747.215268945365
18759.555555555555,20951.03,1642.3,43986.12,48748.55444016059
18759.55625,20948.76,1643.51,43986.01,48747.52041260971
18759.556944444445,20949.2,1642.74,43986.25,48747.90010256955
18759.557638888888,20950.91,1641.7,43986.79,48749.08720398978
18759.558333333334,20952.42,1641.38,43987.36,48750.239711517315
18759.559027777777,20953.85,1640.92,43987.94,48751.36217289216
18759.55972222222,20955.05,1640.78,43988.36,48752.25220439051
18759.560416666667,20958.04,1640.32,43988.95,48754.054318041075
18759.56111111111,20960.63,1639.91,43989.83,48755.9479267289
18759.561805555557,20964.09,1639.32,43990.56,48758.07429240925
18759.5625,20964.23,1638.23,43991.4,48758.85571858511
18759.563194444443,20965.19,1637.48,43991.94,48759.730489924776
18759.56388888889,20968.58,1636.84,43992.9,48762.032800243265
18759.564583333333,20971.26,1636.3,43993.85,48764.02425456804
18759.56527777778,20971.49,1635.62,43994.85,48765.00253385618
18759.565972222223,20970.21,1636.17,43995.17,48764.75923289174
18759.566666666666,20971.15,1636.63,43995.63,48765.59390775734
18759.567361111112,20972.21,1636.51,43996.4,48766.74041008072
18759.568055555555,20974.27,1636.42,43997.32,48768.45332416951
18759.56875,20976.12,1636.07,43998.17,48770.004087022586
18759.569444444445,20975.55,1636.65,43998.72,48770.274580561876
18759.57013888889,20974.04,1638.52,43998.66,48769.6338258511
18759.570833333335,20973.46,1639.96,43998.93,48769.67638110899
18759.571527777778,20974.0,1641.59,43999.24,48770.243123299064
18759.57222222222,20974.67,1642.32,43999.77,48771.03399195264
18759.572916666668,20973.9,1643.64,44000.17,48771.10818597933
18759.57361111111,20975.16,1644.82,44000.4,48771.89733871341
18759.574305555554,20976.11,1645.67,44000.96,48772.83979227168
18759.575,20975.39,1647.93,44001.14,48772.76883914424
18759.575694444444,20972.56,1650.25,44000.94,48771.449833890525
18759.57638888889,20972.55,1650.99,44001.09,48771.605906210425
18759.577083333334,20971.87,1651.63,44001.63,48771.822352775576
18759.577777777777,20971.41,1651.96,44002.08,48772.0417201915
18759.578472222223,20971.53,1652.27,44002.68,48772.645139219174
18759.579166666666,20971.28,1653.03,44002.95,48772.806990389625
18759.57986111111,20970.86,1653.72,44003.34,48773.00165187293
18759.580555555556,20970.56,1653.94,44003.81,48773.30416071173
18759.58125,20970.02,1653.97,44004.29,48773.50606595142
18759.581944444446,20969.52,1653.6,44004.94,48773.8649933958
18759.58263888889,20968.17,1653.72,44005.32,48773.63151631934
18759.583333333332,20967.58,1653.55,44005.84,48773.84127546752
18759.58402777778,20967.96,1653.01,44006.52,48774.59985619666
18759.584722222222,20968.25,1653.19,44007.16,48775.308061602234
18759.585416666665,20969.18,1653.05,44007.82,48776.2986021623
18759.58611111111,20969.02,1652.74,44008.45,48776.78772398301
18759.586805555555,20969.32,1652.86,44008.92,48777.34481302155
18759.5875,20968.76,1652.99,44009.46,48777.595690740025
18759.588194444445,20967.67,1653.91,44009.72,48777.392898712824
18759.588888888888,20967.66,1654.4,44010.11,48777.757097346126
18759.589583333334,20966.76,1655.19,44010.42,48777.67673239573
18759.590277777777,20967.45,1655.36,44010.93,48778.43925031837
18759.59097222222,20966.19,1656.88,44011.36,48778.33723590935
18759.591666666667,20964.28,1657.85,44011.49,48777.66655510491
18759.59236111111,20963.11,1658.62,44011.88,48777.541782165485
18759.593055555557,20962.03,1659.83,44012.19,48777.39851556149
18759.59375,20961.29,1661.5,44012.39,48777.317825257676
18759.594444444443,20961.17,1663.51,44012.47,48777.40695024593
18759.59513888889,20961.97,1664.83,44012.82,48778.11158257564
18759.595833333333,20963.76,1665.95,44013.38,48779.42436893346
18759.59652777778,20963.62,1667.32,44013.77,48779.76290532479
18759.597222222223,20962.91,1668.84,44013.89,48779.618034029336
18759.597916666666,20963.13,1670.16,44014.11,48779.956261917665
18759.598611111112,20964.2,1670.58,44014.47,48780.75530941787
18759.599305555555,20964.71,1670.82,44015.02,48781.47896955257
18759.6,20964.5,1671.32,44015.43,48781.775786427665
18759.600694444445,20962.88,1672.73,44015.27,48780.98355630193
18759.60138888889,20964.56,1673.29,44015.4,48781.8420375625
18759.602083333335,20962.79,1674.44,44015.66,48781.355445839145
18759.602777777778,20962.16,1674.44,44015.96,48781.3554127066
18759.60347222222,20961.45,1674.62,44016.18,48781.255006808715
18759.604166666668,20961.3,1675.22,44016.36,48781.37357012408
18759.60486111111,20962.1,1674.86,44016.82,48782.12003738665
18759.605555555554,20961.66,1674.42,44017.21,48782.267766844336
18759.60625,20961.2,1674.21,44017.33,48782.17117854637
18759.606944444444,20962.27,1673.41,44017.96,48783.17196680224
18759.60763888889,20963.79,1672.67,44018.46,48784.25091015132
18759.608333333334,20965.64,1672.02,44019.16,48785.65525434295
18759.609027777777,20966.29,1672.15,44019.53,48786.27289932589
18759.609722222223,20965.34,1673.12,44019.6,48785.961054487794
18759.610416666666,20965.83,1672.97,44019.76,48786.310853223986
18759.61111111111,20964.68,1673.24,44020.07,48786.10562859983
18759.611805555556,20963.32,1674.22,44020.09,48785.57288419292
18759.6125,20963.21,1674.37,44020.42,48785.82853019307
18759.613194444446,20963.92,1675.63,44020.66,48786.393436068836
18759.61388888889,20968.57,1678.39,44020.73,48788.549789575634
18759.614583333332,20977.65,1677.17,44021.99,48793.54775266398
18759.61527777778,20983.36,1677.74,44023.71,48797.57422824725
18759.615972222222,20990.86,1677.49,44025.19,48802.12629359299
18759.616666666665,20997.98,1676.41,44027.02,48806.80285215269
18759.61736111111,21003.68,1670.76,44029.55,48811.343822133196
18759.618055555555,21007.22,1667.61,44031.95,48814.924316677985
18759.61875,21005.25,1670.62,44032.38,48814.56736683528
18759.619444444445,21005.16,1672.73,44032.69,48814.88052750514
18759.620138888888,21003.52,1675.23,44033.18,48814.70258903254
18759.620833333334,21001.91,1677.86,44033.66,48814.533192721414
18759.621527777777,20999.83,1681.85,44033.63,48813.748579967716
18759.62222222222,20997.38,1683.4,44034.26,48813.31638161865
18759.622916666667,20992.51,1684.91,44034.85,48811.80607527957
18759.62361111111,20987.93,1686.47,44035.42,48810.40464206581
18759.624305555557,20982.31,1689.57,44035.28,48807.96927141509
18759.625,20979.01,1692.76,44034.61,48806.056743500594
18759.625694444443,20976.65,1693.5,44034.36,48804.84246549824
18759.62638888889,20976.15,1691.48,44034.55,48804.72894213634
18759.627083333333,20975.2,1687.91,44035.17,48804.75644993016
18759.62777777778,20974.52,1684.6,44035.65,48804.782934799536
18759.628472222223,20974.19,1682.05,44035.76,48804.652412820236
