datetime,time,btot,bx,by,bz,density,speed,dst,kp
2023-02-18 07:41:00+00:00,738569.320139,4.77,0.69,2.78,3.77,5.0,445.0,9.0,1.39
2023-02-18 07:42:00+00:00,738569.320833,4.74,0.19,2.56,3.97,6.0,431.0,9.0,1.38
2023-02-18 07:43:00+00:00,738569.321528,4.74,0.38,2.74,3.85,7.0,430.0,9.0,1.37
2023-02-18 07:44:00+00:00,738569.322222,4.74,0.31,2.88,3.73,7.0,430.0,9.0,1.36
2023-02-18 07:45:00+00:00,738569.322917,4.69,0.13,3.07,3.54,7.0,429.0,9.0,1.35
2023-02-18 07:46:00+00:00,738569.323611,4.53,-0.3,2.88,3.46,7.0,428.0,9.0,1.34
2023-02-18 07:47:00+00:00,738569.324306,4.54,-1.15,2.11,3.57,7.0,426.0,9.0,1.33
2023-02-18 07:48:00+00:00,738569.325,4.57,-2.1,3.37,2.18,4.0,421.0,9.0,1.32
2023-02-18 07:49:00+00:00,738569.325694,4.53,-3.38,2.39,1.76,5.0,415.0,9.0,1.31
2023-02-18 07:50:00+00:00,738569.326389,4.49,-2.5,2.28,2.85,4.0,420.0,9.0,1.3
2023-02-18 07:51:00+00:00,738569.327083,4.54,-2.33,2.38,2.94,4.0,421.0,9.0,1.29
2023-02-18 07:52:00+00:00,738569.327778,4.56,-0.33,3.04,2.95,4.0,432.0,9.0,1.28
2023-02-18 07:53:00+00:00,738569.328472,4.65,0.79,3.85,2.39,4.0,439.0,9.0,1.27
2023-02-18 07:54:00+00:00,738569.329167,4.67,0.1,4.03,2.05,6.0,429.0,10.0,1.26
2023-02-18 07:55:00+00:00,738569.329861,4.51,0.76,4.11,1.4,5.0,444.0,10.0,1.25
2023-02-18 07:56:00+00:00,738569.330556,4.47,-2.68,1.81,2.72,4.0,421.0,10.0,1.24
2023-02-18 07:57:00+00:00,738569.33125,4.58,-3.29,0.96,3.04,5.0,415.0,10.0,1.23
2023-02-18 07:58:00+00:00,738569.331944,4.71,-3.33,1.07,3.15,5.0,415.0,10.0,1.22
2023-02-18 07:59:00+00:00,738569.332639,4.58,-2.89,2.19,2.79,5.0,416.0,10.0,1.21
2023-02-18 08:00:00+00:00,738569.333333,4.53,-2.67,1.95,3.01,4.0,423.0,10.0,1.2
2023-02-18 08:01:00+00:00,738569.334028,4.59,-2.83,2.0,2.99,3.0,420.0,10.0,1.2
2023-02-18 08:02:00+00:00,738569.334722,4.61,-3.25,2.07,2.46,4.0,416.0,10.0,1.21
2023-02-18 08:03:00+00:00,738569.335417,4.6,-3.11,2.03,2.69,3.0,417.0,10.0,1.21
2023-02-18 08:04:00+00:00,738569.336111,4.51,-2.87,1.83,2.93,3.0,419.0,10.0,1.22
2023-02-18 08:05:00+00:00,738569.336806,4.49,-3.04,1.88,2.65,4.0,417.0,10.0,1.22
2023-02-18 08:06:00+00:00,738569.3375,4.39,-2.87,2.15,2.45,4.0,414.0,10.0,1.23
2023-02-18 08:07:00+00:00,738569.338194,4.14,-2.12,2.81,2.18,3.0,424.0,10.0,1.23
2023-02-18 08:08:00+00:00,738569.338889,4.37,-1.22,3.59,2.13,3.0,425.0,10.0,1.24
2023-02-18 08:09:00+00:00,738569.339583,4.1,-0.82,3.43,2.06,4.0,434.0,10.0,1.24
2023-02-18 08:10:00+00:00,738569.340278,4.15,-1.69,3.33,1.78,5.0,428.0,10.0,1.25
2023-02-18 08:11:00+00:00,738569.340972,4.51,-1.97,3.61,1.68,3.0,421.0,10.0,1.26
2023-02-18 08:12:00+00:00,738569.341667,4.58,-1.52,3.72,2.14,3.0,422.0,10.0,1.26
2023-02-18 08:13:00+00:00,738569.342361,4.6,-1.52,3.78,2.1,3.0,422.0,10.0,1.26
2023-02-18 08:14:00+00:00,738569.343056,4.6,-0.9,3.87,2.27,4.0,426.0,10.0,1.27
2023-02-18 08:15:00+00:00,738569.34375,4.54,-0.74,3.88,1.56,4.0,428.0,10.0,1.27
2023-02-18 08:16:00+00:00,738569.344444,4.73,-2.09,3.62,2.17,3.0,423.0,10.0,1.28
2023-02-18 08:17:00+00:00,738569.345139,4.6,-2.62,3.01,2.08,4.0,422.0,10.0,1.29
2023-02-18 08:18:00+00:00,738569.345833,4.49,-2.81,2.63,2.18,4.0,420.0,10.0,1.29
2023-02-18 08:19:00+00:00,738569.346528,4.62,-2.3,3.65,0.42,4.0,420.0,10.0,1.29
2023-02-18 08:20:00+00:00,738569.347222,4.71,-1.22,4.49,-0.57,4.0,422.0,10.0,1.3
2023-02-18 08:21:00+00:00,738569.347917,4.79,-0.89,4.69,-0.03,4.0,426.0,10.0,1.3
2023-02-18 08:22:00+00:00,738569.348611,4.81,-0.98,4.65,-0.67,4.0,425.0,10.0,1.31
2023-02-18 08:23:00+00:00,738569.349306,4.78,-1.23,4.49,-1.05,4.0,422.0,10.0,1.31
2023-02-18 08:24:00+00:00,738569.35,4.78,-1.13,4.52,-0.95,4.0,422.0,10.0,1.32
2023-02-18 08:25:00+00:00,738569.350694,4.8,-1.09,4.56,-0.94,3.0,422.0,10.0,1.33
2023-02-18 08:26:00+00:00,738569.351389,4.73,0.04,4.55,-1.0,4.0,432.0,10.0,1.33
2023-02-18 08:27:00+00:00,738569.352083,4.72,1.0,3.58,-2.86,5.0,437.0,10.0,1.33
2023-02-18 08:28:00+00:00,738569.352778,4.72,0.3,3.68,-2.92,5.0,435.0,10.0,1.34
2023-02-18 08:29:00+00:00,738569.353472,4.79,0.04,3.82,-2.87,7.0,428.0,10.0,1.34
2023-02-18 08:30:00+00:00,738569.354167,4.76,0.36,3.92,-2.62,7.0,431.0,9.0,1.35
2023-02-18 08:31:00+00:00,738569.354861,4.81,0.21,4.32,-1.83,7.0,430.0,9.0,1.36
2023-02-18 08:32:00+00:00,738569.355556,4.87,0.0,4.59,-1.61,7.0,429.0,9.0,1.36
2023-02-18 08:33:00+00:00,738569.35625,4.91,0.01,4.12,-2.64,7.0,429.0,9.0,1.36
2023-02-18 08:34:00+00:00,738569.356944,4.98,-0.22,4.33,-2.41,7.0,428.0,9.0,1.37
2023-02-18 08:35:00+00:00,738569.357639,4.95,-2.31,1.33,4.17,5.0,423.0,9.0,1.37
2023-02-18 08:36:00+00:00,738569.358333,4.93,-2.24,1.55,3.92,4.0,424.0,9.0,1.38
2023-02-18 08:37:00+00:00,738569.359028,4.91,-2.76,2.17,3.34,3.0,419.0,9.0,1.39
2023-02-18 08:38:00+00:00,738569.359722,4.94,-1.95,2.29,3.91,4.0,423.0,9.0,1.39
2023-02-18 08:39:00+00:00,738569.360417,4.92,-3.02,3.03,2.12,4.0,419.0,9.0,1.4
2023-02-18 08:40:00+00:00,738569.361111,4.9,-2.85,3.58,0.85,4.0,422.0,9.0,1.4
2023-02-18 08:41:00+00:00,738569.361806,4.81,-2.87,3.0,2.11,4.0,421.0,9.0,1.4
2023-02-18 08:42:00+00:00,738569.3625,4.59,-2.99,2.91,1.83,4.0,423.0,9.0,1.41
2023-02-18 08:43:00+00:00,738569.363194,4.6,-1.93,3.58,1.47,4.0,428.0,9.0,1.41
2023-02-18 08:44:00+00:00,738569.363889,4.8,-0.52,4.51,0.92,5.0,442.0,9.0,1.42
2023-02-18 08:45:00+00:00,738569.364583,4.99,-0.88,4.8,0.87,6.0,429.0,9.0,1.43
2023-02-18 08:46:00+00:00,738569.365278,5.02,-1.01,4.85,0.59,5.0,410.0,9.0,1.43
2023-02-18 08:47:00+00:00,738569.365972,4.99,-0.47,4.94,0.15,7.0,427.0,9.0,1.43
2023-02-18 08:48:00+00:00,738569.366667,5.01,-0.61,4.96,0.26,7.0,427.0,9.0,1.44
2023-02-18 08:49:00+00:00,738569.367361,5.04,-0.56,4.99,0.37,6.0,420.0,9.0,1.44
2023-02-18 08:50:00+00:00,738569.368056,5.02,-0.83,4.86,0.62,7.0,426.0,9.0,1.45
2023-02-18 08:51:00+00:00,738569.36875,5.02,-0.25,4.81,1.19,7.0,429.0,9.0,1.46
2023-02-18 08:52:00+00:00,738569.369444,5.0,-0.64,4.52,1.88,7.0,426.0,9.0,1.46
2023-02-18 08:53:00+00:00,738569.370139,5.04,-1.05,4.68,1.51,6.0,417.0,9.0,1.47
2023-02-18 08:54:00+00:00,738569.370833,5.06,-1.5,4.75,0.84,5.0,408.0,9.0,1.47
2023-02-18 08:55:00+00:00,738569.371528,5.06,-1.65,4.54,1.37,5.0,408.0,9.0,1.47
2023-02-18 08:56:00+00:00,738569.372222,5.07,-1.44,4.33,2.19,5.0,410.0,9.0,1.48
2023-02-18 08:57:00+00:00,738569.372917,5.04,-1.53,4.38,1.94,5.0,408.0,9.0,1.49
2023-02-18 08:58:00+00:00,738569.373611,5.07,-1.79,4.46,1.52,5.0,407.0,9.0,1.49
2023-02-18 08:59:00+00:00,738569.374306,5.04,-2.55,4.05,1.55,5.0,417.0,9.0,1.5
2023-02-18 09:00:00+00:00,738569.375,5.09,-2.96,3.86,1.42,3.0,420.0,9.0,1.5
2023-02-18 09:01:00+00:00,738569.375694,5.1,-2.53,3.91,1.9,3.0,426.0,9.0,1.53
2023-02-18 09:02:00+00:00,738569.376389,5.06,-1.74,3.95,2.59,4.0,429.0,9.0,1.56
2023-02-18 09:03:00+00:00,738569.377083,5.04,-1.78,3.71,2.87,4.0,423.0,9.0,1.59
2023-02-18 09:04:00+00:00,738569.377778,4.98,-1.63,3.57,3.03,4.0,430.0,9.0,1.62
2023-02-18 09:05:00+00:00,738569.378472,5.0,-2.26,2.48,3.64,3.0,426.0,9.0,1.65
2023-02-18 09:06:00+00:00,738569.379167,4.98,-1.87,3.55,2.87,4.0,424.0,9.0,1.68
2023-02-18 09:07:00+00:00,738569.379861,5.0,-1.23,4.03,2.67,4.0,429.0,9.0,1.71
2023-02-18 09:08:00+00:00,738569.380556,5.01,-1.42,3.96,2.67,4.0,429.0,9.0,1.74
2023-02-18 09:09:00+00:00,738569.38125,5.03,-1.71,3.83,2.77,3.0,424.0,9.0,1.77
2023-02-18 09:10:00+00:00,738569.381944,5.0,-2.68,2.51,3.37,3.0,420.0,9.0,1.8
2023-02-18 09:11:00+00:00,738569.382639,5.02,-2.41,2.93,3.09,4.0,425.0,9.0,1.83
2023-02-18 09:12:00+00:00,738569.383333,5.02,-1.59,3.77,2.85,4.0,431.0,9.0,1.86
2023-02-18 09:13:00+00:00,738569.384028,5.07,-1.46,4.04,2.55,4.0,429.0,9.0,1.89
2023-02-18 09:14:00+00:00,738569.384722,5.06,-1.66,4.47,1.65,4.0,425.0,9.0,1.92
2023-02-18 09:15:00+00:00,738569.385417,5.07,-1.99,4.24,1.89,3.0,421.0,9.0,1.95
2023-02-18 09:16:00+00:00,738569.386111,5.05,-1.99,4.05,2.25,3.0,420.0,9.0,1.98
2023-02-18 09:17:00+00:00,738569.386806,5.02,-1.37,4.25,2.27,4.0,430.0,9.0,2.01
2023-02-18 09:18:00+00:00,738569.3875,5.02,-2.49,3.18,2.56,4.0,426.0,9.0,2.04
2023-02-18 09:19:00+00:00,738569.388194,5.04,-3.23,2.82,2.63,4.0,420.0,9.0,2.07
2023-02-18 09:20:00+00:00,738569.388889,5.02,-3.58,2.62,2.3,4.0,412.0,9.0,2.1
2023-02-18 09:21:00+00:00,738569.389583,5.04,-3.28,3.19,2.06,3.0,418.0,9.0,2.13
2023-02-18 09:22:00+00:00,738569.390278,5.06,-2.57,3.93,1.92,3.0,423.0,9.0,2.16
2023-02-18 09:23:00+00:00,738569.390972,5.08,-1.84,4.14,2.24,4.0,422.0,9.0,2.19
2023-02-18 09:24:00+00:00,738569.391667,5.07,-1.71,4.09,2.44,4.0,422.0,9.0,2.22
2023-02-18 09:25:00+00:00,738569.392361,5.09,-1.83,4.04,2.4,3.0,424.0,9.0,2.25
2023-02-18 09:26:00+00:00,738569.393056,5.12,-1.68,4.21,2.36,3.0,422.0,9.0,2.28
2023-02-18 09:27:00+00:00,738569.39375,5.11,-1.79,3.41,3.22,4.0,429.0,9.0,2.31
2023-02-18 09:28:00+00:00,738569.394444,5.1,-1.98,2.61,3.88,3.0,421.0,9.0,2.34
2023-02-18 09:29:00+00:00,738569.395139,5.14,-1.79,3.12,3.66,4.0,428.0,9.0,2.37
2023-02-18 09:30:00+00:00,738569.395833,5.11,-1.52,3.3,3.58,4.0,431.0,9.0,2.4
2023-02-18 09:31:00+00:00,738569.396528,5.09,-1.57,3.31,3.5,4.0,431.0,9.0,2.43
2023-02-18 09:32:00+00:00,738569.397222,5.08,-1.26,3.52,3.41,4.0,430.0,9.0,2.46
2023-02-18 09:33:00+00:00,738569.397917,5.08,-1.39,3.62,3.27,4.0,431.0,9.0,2.49
2023-02-18 09:34:00+00:00,738569.398611,5.08,-1.29,3.79,3.1,4.0,430.0,9.0,2.52
2023-02-18 09:35:00+00:00,738569.399306,5.15,-1.3,3.79,3.21,4.0,430.0,9.0,2.55
2023-02-18 09:36:00+00:00,738569.4,5.14,-1.18,4.0,2.97,4.0,427.0,9.0,2.58
2023-02-18 09:37:00+00:00,738569.400694,5.09,-1.06,3.99,2.92,6.0,420.0,9.0,2.61
2023-02-18 09:38:00+00:00,738569.401389,5.08,-1.52,3.63,3.2,4.0,424.0,9.0,2.64
2023-02-18 09:39:00+00:00,738569.402083,5.09,-1.48,3.26,3.52,4.0,428.0,9.0,2.67
2023-02-18 09:40:00+00:00,738569.402778,5.15,-3.43,3.39,1.68,4.0,416.0,9.0,2.7
2023-02-18 09:41:00+00:00,738569.403472,5.12,-1.36,2.9,3.98,4.0,429.0,9.0,2.73
2023-02-18 09:42:00+00:00,738569.404167,5.15,-1.5,2.98,3.89,4.0,427.0,9.0,2.76
2023-02-18 09:43:00+00:00,738569.404861,5.21,-3.83,1.64,3.1,5.0,413.0,9.0,2.79
2023-02-18 09:44:00+00:00,738569.405556,5.13,-2.72,2.55,3.23,5.0,414.0,9.0,2.82
2023-02-18 09:45:00+00:00,738569.40625,5.1,-2.23,2.65,3.72,3.0,423.0,9.0,2.85
2023-02-18 09:46:00+00:00,738569.406944,5.14,-2.06,2.97,3.65,3.0,425.0,9.0,2.88
2023-02-18 09:47:00+00:00,738569.407639,4.89,-1.97,1.85,4.05,3.0,428.0,9.0,2.91
2023-02-18 09:48:00+00:00,738569.408333,4.68,-2.06,2.03,3.3,4.0,427.0,9.0,2.94
2023-02-18 09:49:00+00:00,738569.409028,4.92,-2.08,4.06,1.8,3.0,422.0,9.0,2.97
2023-02-18 09:50:00+00:00,738569.409722,5.03,-2.07,4.15,1.91,3.0,421.0,9.0,3.0
2023-02-18 09:51:00+00:00,738569.410417,5.13,-1.94,4.29,1.96,3.0,425.0,9.0,3.03
2023-02-18 09:52:00+00:00,738569.411111,5.1,-1.43,4.74,0.97,4.0,426.0,9.0,3.06
2023-02-18 09:53:00+00:00,738569.411806,5.11,-1.76,4.54,1.32,4.0,427.0,9.0,3.09
2023-02-18 09:54:00+00:00,738569.4125,4.87,-1.62,4.35,-0.92,4.0,427.0,9.0,3.12
2023-02-18 09:55:00+00:00,738569.413194,4.64,-0.99,3.73,-2.54,5.0,435.0,9.0,3.15
2023-02-18 09:56:00+00:00,738569.413889,4.63,-1.5,3.47,-2.67,4.0,428.0,9.0,3.18
2023-02-18 09:57:00+00:00,738569.414583,4.59,-1.76,2.96,-3.02,4.0,422.0,9.0,3.21
2023-02-18 09:58:00+00:00,738569.415278,5.13,0.31,4.09,-3.01,5.0,438.0,9.0,3.24
2023-02-18 09:59:00+00:00,738569.415972,5.02,0.81,3.74,-3.19,5.0,442.0,9.0,3.27
2023-02-18 10:00:00+00:00,738569.416667,4.88,0.18,2.47,-4.16,5.0,438.0,9.0,3.3
2023-02-18 10:01:00+00:00,738569.417361,4.64,0.16,1.32,-4.37,5.0,433.0,9.0,3.27
2023-02-18 10:02:00+00:00,738569.418056,4.59,0.08,0.96,-4.47,6.0,440.0,9.0,3.24
2023-02-18 10:03:00+00:00,738569.41875,4.71,-2.07,3.21,2.63,4.0,426.0,9.0,3.21
2023-02-18 10:04:00+00:00,738569.419444,4.38,-2.1,3.45,-0.96,4.0,422.0,9.0,3.17
2023-02-18 10:05:00+00:00,738569.420139,4.54,-1.29,3.67,2.28,5.0,428.0,9.0,3.14
2023-02-18 10:06:00+00:00,738569.420833,4.51,-1.67,4.01,1.16,4.0,431.0,9.0,3.11
2023-02-18 10:07:00+00:00,738569.421528,4.56,-2.01,3.92,1.06,4.0,421.0,9.0,3.08
2023-02-18 10:08:00+00:00,738569.422222,4.57,-1.61,3.99,1.46,4.0,425.0,9.0,3.05
2023-02-18 10:09:00+00:00,738569.422917,4.58,-1.99,3.7,1.72,4.0,424.0,9.0,3.01
2023-02-18 10:10:00+00:00,738569.423611,4.76,-2.7,3.49,1.81,3.0,423.0,9.0,2.98
2023-02-18 10:11:00+00:00,738569.424306,4.86,-2.79,3.48,1.89,3.0,422.0,9.0,2.95
2023-02-18 10:12:00+00:00,738569.425,4.86,-3.25,3.19,1.69,4.0,417.0,9.0,2.92
2023-02-18 10:13:00+00:00,738569.425694,5.0,-3.63,2.8,1.85,4.0,413.0,9.0,2.89
2023-02-18 10:14:00+00:00,738569.426389,4.58,-2.87,3.05,1.77,4.0,416.0,9.0,2.86
2023-02-18 10:15:00+00:00,738569.427083,4.51,-2.36,3.5,1.49,4.0,421.0,9.0,2.82
2023-02-18 10:16:00+00:00,738569.427778,4.46,-1.95,3.76,1.4,4.0,422.0,8.0,2.79
2023-02-18 10:17:00+00:00,738569.428472,4.36,-2.11,3.49,1.55,4.0,422.0,8.0,2.76
2023-02-18 10:18:00+00:00,738569.429167,4.33,-2.78,3.0,1.42,4.0,420.0,8.0,2.73
2023-02-18 10:19:00+00:00,738569.429861,4.3,-2.53,3.21,1.27,4.0,420.0,8.0,2.7
2023-02-18 10:20:00+00:00,738569.430556,4.18,-2.51,3.21,0.88,4.0,421.0,8.0,2.67
2023-02-18 10:21:00+00:00,738569.43125,4.15,-2.6,2.88,1.43,4.0,421.0,8.0,2.63
2023-02-18 10:22:00+00:00,738569.431944,4.14,-2.02,3.25,1.47,4.0,425.0,8.0,2.6
2023-02-18 10:23:00+00:00,738569.432639,4.24,-2.4,3.33,1.01,4.0,423.0,8.0,2.57
2023-02-18 10:24:00+00:00,738569.433333,4.36,-0.99,3.68,-1.31,5.0,432.0,8.0,2.54
2023-02-18 10:25:00+00:00,738569.434028,4.51,-1.0,3.72,-2.28,5.0,433.0,8.0,2.51
2023-02-18 10:26:00+00:00,738569.434722,4.53,-0.8,3.44,-2.8,5.0,434.0,8.0,2.48
2023-02-18 10:27:00+00:00,738569.435417,4.31,-0.43,2.91,-2.93,5.0,434.0,8.0,2.44
2023-02-18 10:28:00+00:00,738569.436111,3.92,0.13,3.06,-2.31,5.0,436.0,8.0,2.41
2023-02-18 10:29:00+00:00,738569.436806,3.75,-0.11,1.06,-3.22,5.0,435.0,8.0,2.38
2023-02-18 10:30:00+00:00,738569.4375,3.51,0.75,1.08,-3.24,6.0,443.0,8.0,2.35
2023-02-18 10:31:00+00:00,738569.438194,3.79,-0.34,1.17,-2.69,5.0,438.0,8.0,2.32
2023-02-18 10:32:00+00:00,738569.438889,4.38,-1.52,4.07,0.04,5.0,427.0,8.0,2.29
2023-02-18 10:33:00+00:00,738569.439583,4.5,-1.42,4.26,0.31,6.0,434.0,8.0,2.26
2023-02-18 10:34:00+00:00,738569.440278,4.44,-0.91,4.19,0.95,5.0,436.0,8.0,2.22
2023-02-18 10:35:00+00:00,738569.440972,4.41,-0.62,4.12,1.32,6.0,434.0,7.0,2.19
2023-02-18 10:36:00+00:00,738569.441667,4.45,-0.85,4.22,1.05,6.0,437.0,7.0,2.16
2023-02-18 10:37:00+00:00,738569.442361,4.6,-0.73,4.33,1.3,6.0,439.0,7.0,2.13
2023-02-18 10:38:00+00:00,738569.443056,4.54,-1.03,4.18,1.32,5.0,434.0,7.0,2.1
2023-02-18 10:39:00+00:00,738569.44375,4.58,-1.02,4.09,1.73,5.0,436.0,7.0,2.07
2023-02-18 10:40:00+00:00,738569.444444,4.52,-1.07,3.88,2.03,6.0,439.0,7.0,2.03
2023-02-18 10:41:00+00:00,738569.445139,4.49,-0.74,3.77,2.3,5.0,436.0,7.0,2.0
2023-02-18 10:42:00+00:00,738569.445833,4.51,-0.58,3.85,2.28,6.0,440.0,7.0,1.97
2023-02-18 10:43:00+00:00,738569.446528,4.64,-0.43,3.97,2.31,5.0,435.0,7.0,1.94
2023-02-18 10:44:00+00:00,738569.447222,4.55,-0.96,3.27,2.98,6.0,439.0,7.0,1.91
2023-02-18 10:45:00+00:00,738569.447917,4.47,-0.83,3.14,3.02,5.0,435.0,7.0,1.88
2023-02-18 10:46:00+00:00,738569.448611,4.39,-0.26,2.25,3.61,6.0,444.0,7.0,1.84
2023-02-18 10:47:00+00:00,738569.449306,4.56,-1.46,4.29,-0.06,5.0,438.0,7.0,1.81
2023-02-18 10:48:00+00:00,738569.45,4.06,-1.13,0.97,0.81,5.0,437.0,7.0,1.78
2023-02-18 10:49:00+00:00,738569.450694,3.78,-0.79,-0.26,3.61,6.0,442.0,7.0,1.75
2023-02-18 10:50:00+00:00,738569.451389,3.44,-0.69,-0.09,3.32,6.0,441.0,7.0,1.72
2023-02-18 10:51:00+00:00,738569.452083,3.25,-1.05,0.42,3.03,5.0,442.0,7.0,1.69
2023-02-18 10:52:00+00:00,738569.452778,3.9,-1.54,0.58,3.48,5.0,433.0,7.0,1.65
2023-02-18 10:53:00+00:00,738569.453472,4.04,-1.27,0.85,3.73,6.0,440.0,7.0,1.62
2023-02-18 10:54:00+00:00,738569.454167,4.07,-1.5,0.7,3.69,5.0,438.0,6.0,1.59
2023-02-18 10:55:00+00:00,738569.454861,4.15,-1.21,0.6,3.89,5.0,437.0,6.0,1.56
2023-02-18 10:56:00+00:00,738569.455556,4.17,-0.96,-0.27,4.02,5.0,435.0,6.0,1.53
2023-02-18 10:57:00+00:00,738569.45625,4.17,-1.28,0.22,3.94,6.0,440.0,6.0,1.49
2023-02-18 10:58:00+00:00,738569.456944,4.14,-0.88,0.56,3.99,5.0,436.0,6.0,1.46
2023-02-18 10:59:00+00:00,738569.457639,4.15,-1.42,0.32,3.86,6.0,439.0,6.0,1.43
2023-02-18 11:00:00+00:00,738569.458333,4.12,-1.24,0.61,3.87,5.0,441.0,6.0,1.4
2023-02-18 11:01:00+00:00,738569.459028,4.14,-0.6,1.3,3.8,5.0,438.0,6.0,1.4
2023-02-18 11:02:00+00:00,738569.459722,4.12,-1.69,-0.67,3.66,6.0,442.0,6.0,1.39
2023-02-18 11:03:00+00:00,738569.460417,4.08,-1.47,-0.29,3.78,5.0,436.0,6.0,1.39
2023-02-18 11:04:00+00:00,738569.461111,4.0,-1.53,-0.81,3.44,5.0,439.0,6.0,1.39
2023-02-18 11:05:00+00:00,738569.461806,4.26,-1.12,-3.62,1.92,6.0,443.0,6.0,1.38
2023-02-18 11:06:00+00:00,738569.4625,4.5,-1.73,3.3,2.35,6.0,437.0,6.0,1.38
2023-02-18 11:07:00+00:00,738569.463194,4.68,-1.74,3.7,2.24,5.0,435.0,6.0,1.38
2023-02-18 11:08:00+00:00,738569.463889,4.73,-1.4,4.21,1.63,6.0,439.0,6.0,1.37
2023-02-18 11:09:00+00:00,738569.464583,4.8,-1.69,3.1,3.18,6.0,438.0,6.0,1.37
2023-02-18 11:10:00+00:00,738569.465278,4.85,-1.9,2.83,3.46,5.0,438.0,6.0,1.37
2023-02-18 11:11:00+00:00,738569.465972,4.89,-1.53,3.21,3.3,5.0,436.0,6.0,1.36
2023-02-18 11:12:00+00:00,738569.466667,4.82,-1.83,3.12,3.17,6.0,438.0,6.0,1.36
2023-02-18 11:13:00+00:00,738569.467361,4.87,-1.93,3.13,3.15,5.0,436.0,6.0,1.36
2023-02-18 11:14:00+00:00,738569.468056,5.0,-1.61,4.13,2.28,6.0,438.0,6.0,1.35
2023-02-18 11:15:00+00:00,738569.46875,5.0,-1.36,4.31,2.09,5.0,436.0,5.0,1.35
2023-02-18 11:16:00+00:00,738569.469444,4.98,-1.24,4.13,2.48,6.0,439.0,5.0,1.35
2023-02-18 11:17:00+00:00,738569.470139,5.0,-1.3,4.26,2.2,6.0,440.0,5.0,1.34
2023-02-18 11:18:00+00:00,738569.470833,5.01,-0.96,4.78,0.92,6.0,446.0,5.0,1.34
2023-02-18 11:19:00+00:00,738569.471528,4.98,-2.13,4.43,0.33,5.0,438.0,5.0,1.34
2023-02-18 11:20:00+00:00,738569.472222,4.85,-1.02,4.6,0.41,6.0,440.0,5.0,1.33
2023-02-18 11:21:00+00:00,738569.472917,3.93,-1.46,2.52,0.63,6.0,441.0,5.0,1.33
2023-02-18 11:22:00+00:00,738569.473611,3.18,-1.78,0.11,-0.47,5.0,427.0,5.0,1.33
2023-02-18 11:23:00+00:00,738569.474306,3.41,-1.43,-1.35,-2.53,6.0,439.0,5.0,1.32
2023-02-18 11:24:00+00:00,738569.475,3.56,-2.04,0.08,-2.2,5.0,434.0,5.0,1.32
2023-02-18 11:25:00+00:00,738569.475694,4.12,-2.04,-2.11,-2.81,5.0,430.0,5.0,1.32
2023-02-18 11:26:00+00:00,738569.476389,4.49,-0.4,4.24,0.93,6.0,448.0,5.0,1.31
2023-02-18 11:27:00+00:00,738569.477083,5.04,-0.54,4.84,1.12,6.0,447.0,5.0,1.31
2023-02-18 11:28:00+00:00,738569.477778,5.17,-0.35,5.02,1.15,6.0,448.0,5.0,1.31
2023-02-18 11:29:00+00:00,738569.478472,5.26,-0.83,5.06,1.1,6.0,444.0,5.0,1.3
2023-02-18 11:30:00+00:00,738569.479167,5.24,-1.13,5.12,0.15,5.0,443.0,5.0,1.3
2023-02-18 11:31:00+00:00,738569.479861,5.35,-0.49,5.24,0.64,6.0,451.0,5.0,1.3
2023-02-18 11:32:00+00:00,738569.480556,5.38,-0.49,5.31,0.6,6.0,451.0,5.0,1.29
2023-02-18 11:33:00+00:00,738569.48125,5.28,-0.18,5.26,-0.16,6.0,444.0,5.0,1.29
2023-02-18 11:34:00+00:00,738569.481944,5.27,-0.18,5.14,-0.98,6.0,454.0,5.0,1.29
2023-02-18 11:35:00+00:00,738569.482639,5.33,0.12,5.01,-1.78,6.0,454.0,5.0,1.28
2023-02-18 11:36:00+00:00,738569.483333,5.32,0.0,4.29,-3.08,6.0,442.0,5.0,1.28
2023-02-18 11:37:00+00:00,738569.484028,5.29,0.11,4.46,-2.51,6.0,443.0,4.0,1.28
2023-02-18 11:38:00+00:00,738569.484722,5.28,0.12,4.97,-1.72,6.0,454.0,4.0,1.27
2023-02-18 11:39:00+00:00,738569.485417,5.34,0.09,4.53,-2.8,6.0,443.0,4.0,1.27
2023-02-18 11:40:00+00:00,738569.486111,5.28,0.08,4.49,-2.75,6.0,443.0,4.0,1.27
2023-02-18 11:41:00+00:00,738569.486806,5.27,-0.05,4.15,-3.23,6.0,442.0,4.0,1.26
2023-02-18 11:42:00+00:00,738569.4875,5.16,0.07,4.55,-2.41,6.0,443.0,4.0,1.26
2023-02-18 11:43:00+00:00,738569.488194,5.01,-0.96,4.1,1.66,6.0,442.0,4.0,1.26
2023-02-18 11:44:00+00:00,738569.488889,4.98,-0.45,4.38,2.25,6.0,453.0,4.0,1.25
2023-02-18 11:45:00+00:00,738569.489583,4.99,-0.14,4.41,2.27,6.0,455.0,4.0,1.25
2023-02-18 11:46:00+00:00,738569.490278,5.2,-0.58,4.61,2.23,6.0,451.0,4.0,1.25
2023-02-18 11:47:00+00:00,738569.490972,5.16,0.1,4.5,2.42,6.0,455.0,4.0,1.24
2023-02-18 11:48:00+00:00,738569.491667,5.11,-0.52,4.44,2.27,6.0,450.0,4.0,1.24
2023-02-18 11:49:00+00:00,738569.492361,5.12,-0.93,3.94,3.0,6.0,447.0,4.0,1.24
