datetime,time,btot,bx,by,bz,density,speed,dst,kp
2023-02-23 23:57:00+00:00,738574.997917,6.5,-2.84,5.77,-0.54,10.0,522.0,-43.0,4.0
2023-02-23 23:58:00+00:00,738574.998611,6.55,-2.82,5.89,-0.39,10.0,522.0,-44.0,3.97
2023-02-23 23:59:00+00:00,738574.999306,6.6,-2.61,5.9,-1.23,10.0,509.0,-44.0,3.93
2023-02-24 00:00:00+00:00,738575.0,6.41,-2.62,5.78,-0.72,10.0,514.0,-44.0,3.9
2023-02-24 00:01:00+00:00,738575.000694,6.6,-1.76,5.53,-2.63,10.0,514.0,-44.0,3.91
2023-02-24 00:02:00+00:00,738575.001389,6.59,-2.01,6.13,-1.25,10.0,510.0,-44.0,3.93
2023-02-24 00:03:00+00:00,738575.002083,6.64,-1.97,6.08,-1.78,10.0,511.0,-44.0,3.94
2023-02-24 00:04:00+00:00,738575.002778,6.61,-1.94,6.1,-1.63,10.0,510.0,-44.0,3.96
2023-02-24 00:05:00+00:00,738575.003472,6.6,-1.95,6.15,-1.42,10.0,510.0,-44.0,3.98
2023-02-24 00:06:00+00:00,738575.004167,6.66,-1.74,6.25,-1.33,10.0,510.0,-44.0,3.99
2023-02-24 00:07:00+00:00,738575.004861,6.67,-1.9,6.27,-1.21,10.0,510.0,-44.0,4.01
2023-02-24 00:08:00+00:00,738575.005556,6.66,-1.42,6.49,-0.37,10.0,511.0,-44.0,4.02
2023-02-24 00:09:00+00:00,738575.00625,6.59,-1.85,5.8,-2.48,10.0,510.0,-44.0,4.03
2023-02-24 00:10:00+00:00,738575.006944,6.58,-1.77,5.95,-2.1,10.0,510.0,-44.0,4.05
2023-02-24 00:11:00+00:00,738575.007639,6.58,-1.71,6.07,-1.82,10.0,510.0,-44.0,4.07
2023-02-24 00:12:00+00:00,738575.008333,6.6,-1.91,6.23,-0.94,10.0,510.0,-44.0,4.08
2023-02-24 00:13:00+00:00,738575.009028,6.61,-2.23,6.22,-0.24,10.0,509.0,-44.0,4.1
2023-02-24 00:14:00+00:00,738575.009722,6.67,-2.48,6.19,0.04,10.0,509.0,-44.0,4.11
2023-02-24 00:15:00+00:00,738575.010417,6.64,-2.28,6.2,0.51,10.0,509.0,-44.0,4.12
2023-02-24 00:16:00+00:00,738575.011111,6.65,-3.09,5.28,-2.65,10.0,509.0,-44.0,4.14
2023-02-24 00:17:00+00:00,738575.011806,6.71,-2.49,5.63,-2.71,9.0,513.0,-44.0,4.16
2023-02-24 00:18:00+00:00,738575.0125,6.77,-2.76,5.58,-2.66,9.0,511.0,-44.0,4.17
2023-02-24 00:19:00+00:00,738575.013194,6.75,-3.06,5.5,-2.42,9.0,510.0,-43.0,4.19
2023-02-24 00:20:00+00:00,738575.013889,6.72,-3.28,5.39,-2.28,9.0,510.0,-43.0,4.2
2023-02-24 00:21:00+00:00,738575.014583,6.7,-3.09,5.36,-2.56,9.0,510.0,-43.0,4.22
2023-02-24 00:22:00+00:00,738575.015278,6.76,-2.9,5.34,-2.94,9.0,512.0,-43.0,4.23
2023-02-24 00:23:00+00:00,738575.015972,6.73,-2.44,5.28,-3.37,9.0,512.0,-43.0,4.24
2023-02-24 00:24:00+00:00,738575.016667,6.53,-2.41,4.99,-3.42,9.0,511.0,-43.0,4.26
2023-02-24 00:25:00+00:00,738575.017361,6.55,-2.24,4.8,-3.79,9.0,512.0,-43.0,4.28
2023-02-24 00:26:00+00:00,738575.018056,6.57,-2.49,4.83,-3.66,9.0,510.0,-43.0,4.29
2023-02-24 00:27:00+00:00,738575.01875,6.41,-2.37,4.78,-3.52,9.0,511.0,-43.0,4.31
2023-02-24 00:28:00+00:00,738575.019444,6.46,-2.36,5.4,-2.66,9.0,509.0,-43.0,4.32
2023-02-24 00:29:00+00:00,738575.020139,6.43,-2.59,5.55,-1.98,10.0,509.0,-43.0,4.33
2023-02-24 00:30:00+00:00,738575.020833,6.4,-2.66,5.38,-2.2,9.0,508.0,-43.0,4.35
2023-02-24 00:31:00+00:00,738575.021528,6.47,-2.77,4.98,-3.0,10.0,508.0,-43.0,4.37
2023-02-24 00:32:00+00:00,738575.022222,6.41,-2.31,4.74,-3.62,10.0,508.0,-43.0,4.38
2023-02-24 00:33:00+00:00,738575.022917,6.53,-1.88,4.39,-4.41,10.0,510.0,-43.0,4.4
2023-02-24 00:34:00+00:00,738575.023611,6.56,-1.57,3.96,-4.99,9.0,514.0,-43.0,4.41
2023-02-24 00:35:00+00:00,738575.024306,6.38,-1.87,5.46,-2.62,10.0,510.0,-43.0,4.43
2023-02-24 00:36:00+00:00,738575.025,6.39,-2.21,5.16,-3.03,10.0,509.0,-43.0,4.44
2023-02-24 00:37:00+00:00,738575.025694,6.34,-2.02,5.02,-3.28,10.0,508.0,-43.0,4.46
2023-02-24 00:38:00+00:00,738575.026389,6.32,-2.06,5.02,-3.21,10.0,509.0,-43.0,4.47
2023-02-24 00:39:00+00:00,738575.027083,6.2,-2.06,4.77,-3.39,10.0,508.0,-43.0,4.49
2023-02-24 00:40:00+00:00,738575.027778,6.29,-2.06,4.81,-3.48,9.0,509.0,-43.0,4.5
2023-02-24 00:41:00+00:00,738575.028472,6.24,-1.88,4.92,-3.35,10.0,508.0,-43.0,4.52
2023-02-24 00:42:00+00:00,738575.029167,6.33,-2.07,4.73,-3.66,10.0,507.0,-43.0,4.53
2023-02-24 00:43:00+00:00,738575.029861,6.28,-1.5,4.74,-3.82,10.0,508.0,-43.0,4.54
2023-02-24 00:44:00+00:00,738575.030556,6.3,-1.96,4.01,-4.44,10.0,508.0,-43.0,4.56
2023-02-24 00:45:00+00:00,738575.03125,6.37,-1.7,3.93,-4.71,10.0,510.0,-43.0,4.58
2023-02-24 00:46:00+00:00,738575.031944,6.41,-1.69,3.74,-4.93,10.0,510.0,-43.0,4.59
2023-02-24 00:47:00+00:00,738575.032639,6.35,-1.7,3.71,-4.81,10.0,510.0,-43.0,4.61
2023-02-24 00:48:00+00:00,738575.033333,6.29,-1.33,5.57,-2.53,10.0,509.0,-43.0,4.62
2023-02-24 00:49:00+00:00,738575.034028,6.44,-1.67,5.36,-3.13,10.0,509.0,-43.0,4.64
2023-02-24 00:50:00+00:00,738575.034722,6.5,-1.96,4.94,-3.7,10.0,509.0,-43.0,4.65
2023-02-24 00:51:00+00:00,738575.035417,6.42,-1.97,4.52,-4.07,10.0,509.0,-43.0,4.67
2023-02-24 00:52:00+00:00,738575.036111,6.44,-1.96,4.53,-4.15,10.0,508.0,-43.0,4.68
2023-02-24 00:53:00+00:00,738575.036806,6.49,-1.87,4.54,-4.22,10.0,509.0,-43.0,4.7
2023-02-24 00:54:00+00:00,738575.0375,6.51,-1.97,4.81,-3.9,10.0,508.0,-42.0,4.71
2023-02-24 00:55:00+00:00,738575.038194,6.56,-1.85,4.81,-4.04,10.0,509.0,-42.0,4.73
2023-02-24 00:56:00+00:00,738575.038889,6.52,-1.68,4.62,-4.23,10.0,509.0,-42.0,4.74
2023-02-24 00:57:00+00:00,738575.039583,6.5,-1.84,4.27,-4.46,10.0,509.0,-42.0,4.76
2023-02-24 00:58:00+00:00,738575.040278,6.46,-2.07,4.94,-3.62,10.0,508.0,-42.0,4.77
2023-02-24 00:59:00+00:00,738575.040972,6.49,-2.17,4.95,-3.57,10.0,509.0,-42.0,4.79
2023-02-24 01:00:00+00:00,738575.041667,6.55,-2.21,4.9,-3.7,10.0,508.0,-42.0,4.8
2023-02-24 01:01:00+00:00,738575.042361,6.56,-2.41,4.96,-3.49,10.0,509.0,-42.0,4.78
2023-02-24 01:02:00+00:00,738575.043056,6.47,-1.2,4.14,-4.78,10.0,511.0,-42.0,4.76
2023-02-24 01:03:00+00:00,738575.04375,6.48,0.05,3.77,-5.19,10.0,512.0,-42.0,4.74
2023-02-24 01:04:00+00:00,738575.044444,6.33,-3.22,3.02,-0.72,10.0,516.0,-42.0,4.73
2023-02-24 01:05:00+00:00,738575.045139,6.23,-4.99,2.72,1.64,7.0,489.0,-42.0,4.71
2023-02-24 01:06:00+00:00,738575.045833,6.27,-4.73,4.0,0.27,8.0,498.0,-42.0,4.69
2023-02-24 01:07:00+00:00,738575.046528,6.37,-4.53,4.31,-1.09,8.0,502.0,-42.0,4.67
2023-02-24 01:08:00+00:00,738575.047222,6.3,-4.32,4.41,-0.92,10.0,502.0,-42.0,4.65
2023-02-24 01:09:00+00:00,738575.047917,6.34,-3.94,4.71,-1.44,9.0,506.0,-42.0,4.63
2023-02-24 01:10:00+00:00,738575.048611,6.4,-4.27,4.56,-1.39,10.0,503.0,-42.0,4.62
2023-02-24 01:11:00+00:00,738575.049306,6.45,-3.8,4.92,-1.7,10.0,507.0,-42.0,4.6
2023-02-24 01:12:00+00:00,738575.05,6.44,-3.76,5.02,-1.39,10.0,506.0,-42.0,4.58
2023-02-24 01:13:00+00:00,738575.050694,6.51,-3.79,5.05,-1.54,10.0,506.0,-42.0,4.56
2023-02-24 01:14:00+00:00,738575.051389,6.5,-3.59,5.0,-2.08,10.0,506.0,-42.0,4.54
2023-02-24 01:15:00+00:00,738575.052083,6.49,-3.44,5.06,-2.16,10.0,507.0,-42.0,4.52
2023-02-24 01:16:00+00:00,738575.052778,6.49,-3.11,4.9,-2.87,10.0,509.0,-42.0,4.51
2023-02-24 01:17:00+00:00,738575.053472,6.46,-2.87,4.46,-3.69,10.0,509.0,-42.0,4.49
2023-02-24 01:18:00+00:00,738575.054167,6.49,-2.6,5.01,-3.18,10.0,510.0,-42.0,4.47
2023-02-24 01:19:00+00:00,738575.054861,6.46,-2.31,4.92,-3.44,10.0,510.0,-42.0,4.45
2023-02-24 01:20:00+00:00,738575.055556,6.49,-1.91,4.88,-3.83,10.0,512.0,-42.0,4.43
2023-02-24 01:21:00+00:00,738575.05625,6.5,-1.62,4.7,-4.16,10.0,516.0,-42.0,4.41
2023-02-24 01:22:00+00:00,738575.056944,6.4,-1.25,4.26,-4.58,10.0,515.0,-42.0,4.4
2023-02-24 01:23:00+00:00,738575.057639,6.31,-1.39,4.17,-4.5,10.0,521.0,-42.0,4.38
2023-02-24 01:24:00+00:00,738575.058333,6.17,-2.94,4.79,-2.14,10.0,509.0,-42.0,4.36
2023-02-24 01:25:00+00:00,738575.059028,6.18,-3.7,4.76,-1.11,8.0,502.0,-42.0,4.34
2023-02-24 01:26:00+00:00,738575.059722,6.09,-3.36,4.94,-0.99,10.0,505.0,-42.0,4.32
2023-02-24 01:27:00+00:00,738575.060417,6.14,-3.06,5.02,-1.69,10.0,507.0,-42.0,4.3
2023-02-24 01:28:00+00:00,738575.061111,6.16,-3.14,5.26,0.05,10.0,507.0,-42.0,4.29
2023-02-24 01:29:00+00:00,738575.061806,6.18,-3.07,4.82,2.01,10.0,508.0,-42.0,4.27
2023-02-24 01:30:00+00:00,738575.0625,6.21,-3.57,4.95,-0.91,10.0,508.0,-42.0,4.25
2023-02-24 01:31:00+00:00,738575.063194,6.22,-3.4,5.16,-0.5,10.0,509.0,-42.0,4.23
2023-02-24 01:32:00+00:00,738575.063889,6.21,-3.22,5.27,-0.55,10.0,510.0,-42.0,4.21
2023-02-24 01:33:00+00:00,738575.064583,6.15,-3.02,4.18,3.05,10.0,511.0,-42.0,4.2
2023-02-24 01:34:00+00:00,738575.065278,6.13,-2.63,4.58,3.04,10.0,511.0,-42.0,4.18
2023-02-24 01:35:00+00:00,738575.065972,6.18,-2.59,4.78,2.9,10.0,511.0,-42.0,4.16
2023-02-24 01:36:00+00:00,738575.066667,6.26,-3.06,4.86,2.45,10.0,510.0,-42.0,4.14
2023-02-24 01:37:00+00:00,738575.067361,6.28,-3.83,4.5,2.08,10.0,507.0,-42.0,4.12
2023-02-24 01:38:00+00:00,738575.068056,6.35,-3.66,4.53,2.52,10.0,508.0,-42.0,4.1
2023-02-24 01:39:00+00:00,738575.06875,6.31,-3.76,4.26,2.72,10.0,507.0,-42.0,4.09
2023-02-24 01:40:00+00:00,738575.069444,6.39,-3.69,4.25,3.02,10.0,508.0,-42.0,4.07
2023-02-24 01:41:00+00:00,738575.070139,6.38,-3.53,4.57,2.68,10.0,509.0,-42.0,4.05
2023-02-24 01:42:00+00:00,738575.070833,6.31,-3.59,3.78,3.55,10.0,508.0,-42.0,4.03
2023-02-24 01:43:00+00:00,738575.071528,6.11,-3.33,3.13,4.04,10.0,508.0,-42.0,4.01
2023-02-24 01:44:00+00:00,738575.072222,6.15,-3.43,3.26,3.91,10.0,508.0,-42.0,3.99
2023-02-24 01:45:00+00:00,738575.072917,6.24,-3.22,3.54,4.0,10.0,509.0,-42.0,3.98
2023-02-24 01:46:00+00:00,738575.073611,6.25,-2.64,5.28,1.98,10.0,510.0,-42.0,3.96
2023-02-24 01:47:00+00:00,738575.074306,6.16,-2.62,5.41,1.35,10.0,524.0,-42.0,3.94
2023-02-24 01:48:00+00:00,738575.075,6.45,-2.75,5.78,0.84,9.0,512.0,-42.0,3.92
2023-02-24 01:49:00+00:00,738575.075694,6.39,-2.67,5.76,0.58,9.0,510.0,-42.0,3.9
2023-02-24 01:50:00+00:00,738575.076389,6.41,-1.92,6.01,1.08,10.0,512.0,-42.0,3.88
2023-02-24 01:51:00+00:00,738575.077083,6.42,-2.21,5.98,0.6,9.0,511.0,-42.0,3.86
2023-02-24 01:52:00+00:00,738575.077778,6.37,-1.9,5.95,-0.94,10.0,511.0,-42.0,3.85
2023-02-24 01:53:00+00:00,738575.078472,6.4,-0.94,6.25,-0.95,10.0,524.0,-42.0,3.83
2023-02-24 01:54:00+00:00,738575.079167,6.33,-1.41,6.12,-0.85,10.0,535.0,-42.0,3.81
2023-02-24 01:55:00+00:00,738575.079861,6.29,-1.36,6.1,-0.3,10.0,513.0,-42.0,3.79
2023-02-24 01:56:00+00:00,738575.080556,6.48,-1.55,6.22,-0.84,10.0,513.0,-42.0,3.77
2023-02-24 01:57:00+00:00,738575.08125,6.47,-1.41,6.2,-0.99,10.0,513.0,-42.0,3.75
2023-02-24 01:58:00+00:00,738575.081944,6.46,-1.46,6.19,-0.82,9.0,513.0,-42.0,3.74
2023-02-24 01:59:00+00:00,738575.082639,6.27,-3.25,5.26,0.96,10.0,513.0,-42.0,3.72
2023-02-24 02:00:00+00:00,738575.083333,6.23,-3.26,5.3,0.1,10.0,512.0,-42.0,3.7
2023-02-24 02:01:00+00:00,738575.084028,6.28,-3.21,5.36,-0.54,10.0,513.0,-42.0,3.68
2023-02-24 02:02:00+00:00,738575.084722,6.31,-3.15,5.46,0.17,10.0,513.0,-42.0,3.66
2023-02-24 02:03:00+00:00,738575.085417,6.43,-2.04,5.95,-1.12,10.0,514.0,-42.0,3.64
2023-02-24 02:04:00+00:00,738575.086111,6.51,-2.4,5.87,-0.92,10.0,519.0,-42.0,3.62
2023-02-24 02:05:00+00:00,738575.086806,6.52,-3.69,5.12,0.44,9.0,531.0,-42.0,3.6
2023-02-24 02:06:00+00:00,738575.0875,6.3,-3.36,4.87,1.99,10.0,513.0,-42.0,3.58
2023-02-24 02:07:00+00:00,738575.088194,6.4,-3.22,5.09,1.92,10.0,518.0,-42.0,3.56
2023-02-24 02:08:00+00:00,738575.088889,6.4,-4.33,3.33,3.27,10.0,510.0,-42.0,3.54
2023-02-24 02:09:00+00:00,738575.089583,6.25,-3.58,3.66,3.51,10.0,518.0,-42.0,3.52
2023-02-24 02:10:00+00:00,738575.090278,6.14,-3.45,3.52,3.6,10.0,528.0,-42.0,3.5
2023-02-24 02:11:00+00:00,738575.090972,6.21,-3.17,4.81,2.2,10.0,526.0,-41.0,3.48
2023-02-24 02:12:00+00:00,738575.091667,6.21,-2.65,4.31,3.49,10.0,513.0,-41.0,3.46
2023-02-24 02:13:00+00:00,738575.092361,6.15,-3.49,3.81,3.25,10.0,515.0,-41.0,3.44
2023-02-24 02:14:00+00:00,738575.093056,6.16,-3.58,3.82,3.16,10.0,526.0,-41.0,3.42
2023-02-24 02:15:00+00:00,738575.09375,6.21,-2.89,4.86,2.34,10.0,528.0,-41.0,3.4
2023-02-24 02:16:00+00:00,738575.094444,6.21,-3.31,4.43,2.77,10.0,525.0,-41.0,3.38
2023-02-24 02:17:00+00:00,738575.095139,6.19,-3.51,4.38,2.55,10.0,525.0,-41.0,3.36
2023-02-24 02:18:00+00:00,738575.095833,6.14,-3.9,4.15,2.28,10.0,523.0,-41.0,3.34
2023-02-24 02:19:00+00:00,738575.096528,6.17,-4.12,3.92,2.39,10.0,523.0,-41.0,3.32
2023-02-24 02:20:00+00:00,738575.097222,6.21,-3.95,3.92,2.75,10.0,509.0,-41.0,3.3
2023-02-24 02:21:00+00:00,738575.097917,6.2,-4.22,3.5,2.68,10.0,510.0,-41.0,3.28
2023-02-24 02:22:00+00:00,738575.098611,6.15,-4.95,2.94,2.15,10.0,504.0,-41.0,3.26
2023-02-24 02:23:00+00:00,738575.099306,6.18,-4.27,3.27,2.95,10.0,506.0,-41.0,3.24
2023-02-24 02:24:00+00:00,738575.1,6.19,-4.0,3.45,3.22,10.0,507.0,-41.0,3.22
2023-02-24 02:25:00+00:00,738575.100694,6.15,-3.93,3.58,3.07,10.0,508.0,-41.0,3.2
2023-02-24 02:26:00+00:00,738575.101389,6.12,-3.9,3.16,3.45,10.0,512.0,-41.0,3.18
2023-02-24 02:27:00+00:00,738575.102083,6.14,-4.09,3.09,3.33,10.0,507.0,-40.0,3.16
2023-02-24 02:28:00+00:00,738575.102778,6.17,-4.33,3.16,3.04,10.0,507.0,-40.0,3.14
2023-02-24 02:29:00+00:00,738575.103472,6.12,-4.16,3.06,3.25,10.0,507.0,-40.0,3.12
2023-02-24 02:30:00+00:00,738575.104167,6.16,-3.93,2.71,3.89,10.0,508.0,-40.0,3.1
2023-02-24 02:31:00+00:00,738575.104861,6.17,-4.1,2.65,3.76,10.0,507.0,-40.0,3.08
2023-02-24 02:32:00+00:00,738575.105556,6.25,-3.13,4.34,0.84,10.0,510.0,-40.0,3.06
2023-02-24 02:33:00+00:00,738575.10625,6.28,-3.08,5.18,-0.31,10.0,523.0,-40.0,3.04
2023-02-24 02:34:00+00:00,738575.106944,6.19,-4.21,3.77,2.37,10.0,511.0,-40.0,3.02
2023-02-24 02:35:00+00:00,738575.107639,6.19,-4.5,3.64,2.12,10.0,505.0,-40.0,3.0
2023-02-24 02:36:00+00:00,738575.108333,6.21,-3.93,3.6,3.04,10.0,507.0,-40.0,2.98
2023-02-24 02:37:00+00:00,738575.109028,6.28,-4.44,3.41,2.8,10.0,505.0,-40.0,2.96
2023-02-24 02:38:00+00:00,738575.109722,6.29,-4.97,3.31,1.93,10.0,502.0,-40.0,2.94
2023-02-24 02:39:00+00:00,738575.110417,6.21,-4.25,2.27,3.55,10.0,506.0,-40.0,2.92
2023-02-24 02:40:00+00:00,738575.111111,6.18,-4.09,2.08,4.01,10.0,507.0,-40.0,2.9
2023-02-24 02:41:00+00:00,738575.111806,6.2,-4.11,2.95,3.52,10.0,506.0,-40.0,2.88
2023-02-24 02:42:00+00:00,738575.1125,6.15,-3.76,2.0,4.33,10.0,507.0,-39.0,2.86
2023-02-24 02:43:00+00:00,738575.113194,6.14,-4.24,2.8,3.27,10.0,506.0,-39.0,2.84
2023-02-24 02:44:00+00:00,738575.113889,6.12,-4.22,3.26,2.91,10.0,506.0,-39.0,2.82
2023-02-24 02:45:00+00:00,738575.114583,6.07,-3.68,2.14,4.16,10.0,509.0,-39.0,2.8
2023-02-24 02:46:00+00:00,738575.115278,6.04,-3.63,2.03,4.35,10.0,508.0,-39.0,2.78
2023-02-24 02:47:00+00:00,738575.115972,6.06,-3.87,2.07,4.18,10.0,508.0,-39.0,2.76
2023-02-24 02:48:00+00:00,738575.116667,6.11,-3.66,2.25,4.34,10.0,509.0,-39.0,2.74
2023-02-24 02:49:00+00:00,738575.117361,6.12,-3.76,3.09,3.6,10.0,522.0,-39.0,2.72
2023-02-24 02:50:00+00:00,738575.118056,6.11,-3.64,2.81,4.0,10.0,507.0,-39.0,2.7
2023-02-24 02:51:00+00:00,738575.11875,6.08,-3.47,2.21,4.43,10.0,509.0,-39.0,2.68
2023-02-24 02:52:00+00:00,738575.119444,5.97,-3.49,1.74,4.49,10.0,509.0,-39.0,2.66
2023-02-24 02:53:00+00:00,738575.120139,5.84,-3.46,2.13,4.01,10.0,512.0,-39.0,2.64
2023-02-24 02:54:00+00:00,738575.120833,6.3,-4.32,3.96,2.28,10.0,512.0,-39.0,2.62
2023-02-24 02:55:00+00:00,738575.121528,6.36,-4.14,4.19,2.33,10.0,510.0,-39.0,2.6
2023-02-24 02:56:00+00:00,738575.122222,6.18,-4.03,2.7,3.43,10.0,511.0,-39.0,2.58
2023-02-24 02:57:00+00:00,738575.122917,6.1,-4.06,3.06,3.22,10.0,511.0,-39.0,2.56
2023-02-24 02:58:00+00:00,738575.123611,6.09,-4.45,3.16,2.64,10.0,510.0,-38.0,2.54
2023-02-24 02:59:00+00:00,738575.124306,6.09,-3.61,2.54,4.1,10.0,514.0,-38.0,2.52
2023-02-24 03:00:00+00:00,738575.125,6.07,-3.66,2.41,4.1,10.0,514.0,-38.0,2.5
2023-02-24 03:01:00+00:00,738575.125694,6.04,-3.74,2.95,3.46,10.0,512.0,-38.0,2.52
2023-02-24 03:02:00+00:00,738575.126389,6.03,-2.64,3.75,3.73,11.0,526.0,-38.0,2.55
2023-02-24 03:03:00+00:00,738575.127083,6.05,-3.08,4.47,2.58,10.0,535.0,-38.0,2.57
2023-02-24 03:04:00+00:00,738575.127778,5.83,-3.58,2.18,4.01,10.0,514.0,-38.0,2.6
2023-02-24 03:05:00+00:00,738575.128472,5.73,-3.72,2.78,3.26,10.0,513.0,-38.0,2.63
2023-02-24 03:06:00+00:00,738575.129167,5.72,-3.78,3.21,2.8,10.0,514.0,-38.0,2.65
2023-02-24 03:07:00+00:00,738575.129861,5.68,-4.06,3.0,2.55,10.0,512.0,-38.0,2.68
2023-02-24 03:08:00+00:00,738575.130556,5.62,-3.76,2.9,2.92,10.0,514.0,-38.0,2.7
2023-02-24 03:09:00+00:00,738575.13125,5.59,-3.71,1.94,3.42,10.0,514.0,-38.0,2.72
2023-02-24 03:10:00+00:00,738575.131944,5.56,-3.53,0.69,4.1,10.0,515.0,-38.0,2.75
2023-02-24 03:11:00+00:00,738575.132639,5.66,-3.76,1.41,3.92,10.0,513.0,-38.0,2.78
2023-02-24 03:12:00+00:00,738575.133333,5.55,-4.16,0.92,3.51,10.0,511.0,-37.0,2.8
2023-02-24 03:13:00+00:00,738575.134028,5.52,-3.13,-0.65,4.41,10.0,515.0,-37.0,2.83
2023-02-24 03:14:00+00:00,738575.134722,5.54,-2.6,-1.46,4.63,11.0,526.0,-37.0,2.85
2023-02-24 03:15:00+00:00,738575.135417,5.48,-3.06,-1.27,4.32,10.0,520.0,-37.0,2.87
2023-02-24 03:16:00+00:00,738575.136111,5.44,-3.53,-1.04,3.95,10.0,521.0,-37.0,2.9
2023-02-24 03:17:00+00:00,738575.136806,5.54,-3.53,-2.06,3.69,10.0,516.0,-37.0,2.93
2023-02-24 03:18:00+00:00,738575.1375,5.71,-3.2,-1.86,4.27,11.0,524.0,-37.0,2.95
2023-02-24 03:19:00+00:00,738575.138194,5.56,-1.95,-3.4,3.77,11.0,530.0,-37.0,2.98
2023-02-24 03:20:00+00:00,738575.138889,5.68,-0.56,-3.71,4.2,11.0,539.0,-37.0,3.0
2023-02-24 03:21:00+00:00,738575.139583,5.69,0.1,-4.11,3.9,12.0,555.0,-37.0,3.03
2023-02-24 03:22:00+00:00,738575.140278,5.64,0.35,-4.5,3.22,10.0,557.0,-37.0,3.05
2023-02-24 03:23:00+00:00,738575.140972,5.66,-0.43,-5.01,2.54,11.0,552.0,-37.0,3.07
2023-02-24 03:24:00+00:00,738575.141667,5.16,-1.66,-4.49,1.58,11.0,547.0,-37.0,3.1
2023-02-24 03:25:00+00:00,738575.142361,5.16,-3.63,-2.99,2.01,10.0,523.0,-36.0,3.13
2023-02-24 03:26:00+00:00,738575.143056,5.27,-4.18,-1.93,2.46,10.0,514.0,-36.0,3.15
2023-02-24 03:27:00+00:00,738575.14375,5.17,-4.47,1.38,2.06,10.0,513.0,-36.0,3.18
2023-02-24 03:28:00+00:00,738575.144444,5.33,-3.27,3.72,0.45,10.0,516.0,-36.0,3.2
2023-02-24 03:29:00+00:00,738575.145139,5.52,-2.81,4.57,-0.95,10.0,529.0,-36.0,3.22
2023-02-24 03:30:00+00:00,738575.145833,5.65,-3.28,4.34,-1.56,10.0,539.0,-36.0,3.25
2023-02-24 03:31:00+00:00,738575.146528,5.39,-2.42,1.66,2.94,11.0,533.0,-36.0,3.28
2023-02-24 03:32:00+00:00,738575.147222,5.69,-2.21,1.88,4.78,11.0,532.0,-36.0,3.3
2023-02-24 03:33:00+00:00,738575.147917,5.74,-2.71,3.87,3.16,10.0,540.0,-36.0,3.33
2023-02-24 03:34:00+00:00,738575.148611,5.59,-2.66,2.94,3.9,11.0,542.0,-36.0,3.35
2023-02-24 03:35:00+00:00,738575.149306,5.46,-2.9,2.2,3.97,11.0,541.0,-36.0,3.38
2023-02-24 03:36:00+00:00,738575.15,5.43,-3.51,2.49,3.25,10.0,523.0,-36.0,3.4
2023-02-24 03:37:00+00:00,738575.150694,5.21,-4.32,1.61,2.28,10.0,513.0,-36.0,3.43
2023-02-24 03:38:00+00:00,738575.151389,5.03,-4.12,1.31,2.5,10.0,513.0,-35.0,3.45
2023-02-24 03:39:00+00:00,738575.152083,5.39,-4.21,1.66,2.83,10.0,514.0,-35.0,3.48
2023-02-24 03:40:00+00:00,738575.152778,5.49,-3.98,1.72,3.29,10.0,515.0,-35.0,3.5
2023-02-24 03:41:00+00:00,738575.153472,5.5,-4.0,1.68,3.27,10.0,515.0,-35.0,3.53
2023-02-24 03:42:00+00:00,738575.154167,5.52,-3.54,1.92,3.69,10.0,526.0,-35.0,3.55
2023-02-24 03:43:00+00:00,738575.154861,5.47,-3.97,2.25,2.82,10.0,514.0,-35.0,3.57
2023-02-24 03:44:00+00:00,738575.155556,5.27,-4.23,2.52,1.8,10.0,513.0,-35.0,3.6
2023-02-24 03:45:00+00:00,738575.15625,5.18,-4.16,2.11,2.23,10.0,513.0,-35.0,3.63
2023-02-24 03:46:00+00:00,738575.156944,5.6,-3.79,3.45,2.23,10.0,513.0,-35.0,3.65
2023-02-24 03:47:00+00:00,738575.157639,5.71,-3.41,4.22,1.73,10.0,514.0,-35.0,3.68
2023-02-24 03:48:00+00:00,738575.158333,5.76,-3.26,4.49,1.52,10.0,535.0,-35.0,3.7
2023-02-24 03:49:00+00:00,738575.159028,5.76,-3.52,4.19,1.78,10.0,514.0,-35.0,3.73
2023-02-24 03:50:00+00:00,738575.159722,5.83,-3.62,4.01,2.19,10.0,515.0,-35.0,3.75
2023-02-24 03:51:00+00:00,738575.160417,5.88,-2.83,4.5,2.46,11.0,542.0,-35.0,3.78
2023-02-24 03:52:00+00:00,738575.161111,5.93,-3.24,4.67,0.89,11.0,536.0,-34.0,3.8
2023-02-24 03:53:00+00:00,738575.161806,5.94,-3.05,5.01,0.56,11.0,538.0,-34.0,3.83
2023-02-24 03:54:00+00:00,738575.1625,5.94,-2.61,5.32,0.18,11.0,543.0,-34.0,3.85
2023-02-24 03:55:00+00:00,738575.163194,5.83,-3.06,4.88,0.79,10.0,535.0,-34.0,3.88
2023-02-24 03:56:00+00:00,738575.163889,5.72,-3.14,4.73,0.66,11.0,540.0,-34.0,3.9
2023-02-24 03:57:00+00:00,738575.164583,5.65,-3.31,4.43,1.06,11.0,538.0,-34.0,3.93
2023-02-24 03:58:00+00:00,738575.165278,5.72,-3.25,4.63,0.57,11.0,534.0,-34.0,3.95
2023-02-24 03:59:00+00:00,738575.165972,5.67,-3.12,4.72,-0.06,10.0,536.0,-34.0,3.98
